"型号品名";"规格";"加工要求";"单位";"进货价";"销售价";"类别";"品牌";"goodsID"
"BCK1-210-D简爱底座床架";"150*200";"K114/24公分床垫";"套";"0.00";"4960.00";"床架";"慕思.凯奇";"4952"
"BCK1-108伊丽莎白可调标准床架";"D=210";"K3-A044";"套";"4785.00";"15748.00";"床架";"慕思.凯奇";"5943"
"BCK1-082马德里可调标准床架";"180*200";"K2-A012/K-1+26";"套";"1896.00";"5518.00";"床架";"慕思.凯奇";"6272"
"BCK1-093哈得斯可调箱体床架";"180*200";"B款/K-3-A034/K-1+20公分床垫";"套";"3452.00";"10305.00";"床架";"慕思.凯奇";"3651"
"BCK1-081波塞冬可调标准床架";"180*200";"K3-K096";"套";"1869.00";"5856.00";"床架";"慕思.凯奇";"3816"
"BCK1-208美国绅士可调标准床架";"150*200";"K2-0007/K-1+21";"套";"0.00";"9718.00";"床架";"慕思.凯奇";"5930"
"BCK1-223可调标准床架";"150*190";"K2-A011/K-1+25";"套";"0.00";"7080.00";"床架";"慕思.凯奇";"5796"
"BCK1-093哈得斯气压箱体床架";"180*200";"K3-A034/床脚12公分";"套";"3917.00";"11112.00";"床架";"慕思.凯奇";"7173"
"BCK1-221可调标准床架";"180*200";"K2-0002/K-1+30";"套";"0.00";"10406.00";"床架";"慕思.凯奇";"6757"
"BCK1-212凯奇智能床/电动";"180*200*42";;"套";"5442.00";"13998.00";"床架";"慕思.凯奇";"899"
"BCK1-082标准气压床架";"180*200";"K096/床脚11公分";"套";"2691.00";"6974.00";"床架";"慕思.凯奇";"8120"
"BCK1-210-D简爱底座床架";"150*200";"K2-0007/床脚11公分";"套";"0.00";"4960.00";"床架";"慕思.凯奇";"7924"
"BCK1-082马德里可调标准床架";"180*200";"K2-A012";"套";"1896.00";"5518.00";"床架";"慕思.凯奇";"7094"
"BCK1-213维纳斯可调箱体床架";"180*200";"K2-A031/K-1+22";"套";"3280.00";"10799.00";"床架";"慕思.凯奇";"5644"
"BCK1-156瑞士可调标准床架";"180*200";"K3-K096/床脚11公分";"套";"3712.00";"11638.00";"床架";"慕思.凯奇";"7364"
"BCK1-081波塞冬可调箱体床架";"150*200";"K108/配K-1+16公分床垫";"套";"2316.00";"7436.00";"床架";"慕思.凯奇";"3806"
"BCK1-218标准床架";"180*200";"K2-0002/K2-0003/床脚11公分";"套";"3352.00";"10506.00";"床架";"慕思.凯奇";"7603"
"BCK1-210简爱底座床架";"150*200";"K156/配22公分床垫";"套";"2017.82";"5999.00";"床架";"慕思.凯奇";"3693"
"BCK1-219可调箱体床架";"180*200";"K2-0004/K2-0005/K-1+24";"套";"4669.00";"14593.00";"床架";"慕思.凯奇";"5807"
"BCK1-095考伊斯可调箱体床架";"180*200";"K-A050/K-8+16公分床垫";"套";"0.00";"0.00";"床架";"慕思.凯奇";"4258"
"BCK1-082马德里可调标准床架";"180*200";"K3-K163";"套";"1896.00";"5518.00";"床架";"慕思.凯奇";"3584"
"BCK1-172B(新左）左边抽屉底座床架";"180*200";"K2-K114/底座床架+22公分床垫";"套";"3110.00";"10238.00";"床架";"慕思.凯奇";"766"
"BCK1-117阿忒拉斯可调标准床架";"180*200";"B款/K2-A050/K-1+22";"套";"3623.00";"11355.00";"床架";"慕思.凯奇";"6090"
"BCK1-082马德里可调箱体床架";"180*200";"A012/居然凯奇店库存/旧款不可调";"套";"2531.00";"7300.00";"床架";"慕思.凯奇";"636"
"BCK1-218箱体床架";"180*200";"K2-0002/K2-0003";"套";"3986.00";"12493.00";"床架";"慕思.凯奇";"5330"
"BCK1-198纵横驰骋可调箱体床架";"180*200";"K2-K134/K2-K135/配K-1+22公分床垫";"套";"4669.00";"15369.00";"床架";"慕思.凯奇";"3312"
"BCK1-198纵横驰骋可调标准床架";"180*200";"K134/K135/K-1+20公分床垫";"套";"4035.00";"13380.00";"床架";"慕思.凯奇";"4563"
"BCK1-117-X保险箱款可调箱体床架";"180*200";"K2-A050";"套";"5009.00";"15295.00";"床架";"慕思.凯奇";"2261"
"BCK1-093哈得斯可调标准床架";"180*200";"K118/K-1+16/床脚12公分";"套";"2818.00";"9290.00";"床架";"慕思.凯奇";"6286"
"BCK1-156瑞士可调箱体床架";"180*200";"K150/K-1+16";"套";"4346.00";"13627.00";"床架";"慕思.凯奇";"6793"
"BCK1-082马德里气压箱体床架";"180*200";"K2-A012/K-1+16公分";"套";"2995.00";"8686.00";"床架";"慕思.凯奇";"4386"
"BCK1-210简爱底座床架";"180*200";"K134/床脚11公分";"套";"2541.00";"6299.00";"床架";"慕思.凯奇";"8321"
"BCK1-172俄罗斯方块可调标准床架";"180*190";"K2-K108/K-1+25";"套";"0.00";"8663.00";"床架";"慕思.凯奇";"5775"
"BCK1-082马德里可调标准床架";"150*200";"K2-A012/K-1+22";"套";"1792.00";"4966.00";"床架";"慕思.凯奇";"5345"
"BCK1-222A底座床架";"180*200";"K2-0003/K2-0002";"套";"2405.00";"6870.00";"床架";"慕思.凯奇";"8079"
"BCK1-213维纳斯可调标准床架";"180*200";"K121/K-1+23";"套";"2646.00";"8296.00";"床架";"慕思.凯奇";"6040"
"BCK1-117阿忒拉斯气压箱体床架";"180*200";"K2-K127/配K-1+爱的宣言床垫";"套";"4721.00";"14093.00";"床架";"慕思.凯奇";"3305"
"KB-2展示架";"90*200";"配K-10电动排骨架+16公分床垫";"张";"0.00";"3067.00";"床架";"慕思.凯奇";"2366"
"BCK1-210-D简爱底座床架";"150*200";"K2-A050/22/床脚10公分";"套";"0.00";"5418.00";"床架";"慕思.凯奇";"6281"
"BCK1-082马德里可调标准床架";"180*200";"K2-K134/K-1+26";"套";"1896.00";"5518.00";"床架";"慕思.凯奇";"6577"
"BCK1-213维纳斯可调标准床架";"200*200";"K096";"套";"0.00";"9126.00";"床架";"慕思.凯奇";"8346"
"BCK1-172-D3底座床架（右抽）";"150*200";"K2-0002/22";"套";"0.00";"9675.00";"床架";"慕思.凯奇";"6424"
"BCK1-156瑞士可调标准床架";"150*200";"K3-K096/K-1+16";"套";"3712.00";"10475.00";"床架";"慕思.凯奇";"5834"
"BCK1-081波塞冬可调标准床架";"150*200";"K2-K134";"套";"1682.00";"5270.00";"床架";"慕思.凯奇";"7224"
"BCK1-218标准床架";"180*200";"K2-0002/K2-0003/K2-0002";"套";"3352.00";"0.00";"床架";"慕思.凯奇";"7109"
"BCK1-209真水无香可调箱体床架";"180*200";"K2-158/K-1+23公分床垫";"套";"0.00";"12033.00";"床架";"慕思.凯奇";"4714"
"BCK1-172-D2底座床架";"180*200";"A050/28公分床垫";"套";"0.00";"10750.00";"床架";"慕思.凯奇";"5448"
"BCK1-082马德里可调标准床架";"180*200";"K2-K127/配K-1+22公分床垫";"套";"1896.00";"5518.00";"床架";"慕思.凯奇";"2698"
"BCK1-172C底座床架";"180*200";"底座床架+22公分床垫/K2-K114";"套";"3110.00";"10238.00";"床架";"慕思.凯奇";"764"
"BCK1-117阿忒拉斯可调标准床架";"180*200";"K2-KA050/K-1+30公分床垫";"套";"3623.00";"11355.00";"床架";"慕思.凯奇";"4229"
"BCK1-082马德里可调标准床架";"180*200";"K134/床脚11公分";"套";"1896.00";"5518.00";"床架";"慕思.凯奇";"8320"
"BCK1-198纵横驰骋可调标准床架";"180*200";"K134/K135/床脚11公分";"套";"4035.00";"13380.00";"床架";"慕思.凯奇";"7538"
"BCK1-139床架外套";"180*200";"K2-0005";"件";"0.00";"3423.00";"床架";"慕思.凯奇";"8379"
"BCK1-117B阿忒拉斯箱体床架";"200*240";"K2-A025";"套";"0.00";"0.00";"床架";"慕思.凯奇";"7549"
"BCK1-093哈得斯可调标准床架";"180*200";"K3-K096/K-1+27";"套";"2818.00";"8832.00";"床架";"慕思.凯奇";"5504"
"BCK1-205银元宝可调标准床架";"180*200";"K3-A034";"套";"3881.00";"12168.00";"床架";"慕思.凯奇";"7236"
"BCK1-156瑞士可调箱体床架";"180*200";"K3-K096/配K-3+24公分床垫";"套";"4346.00";"12978.00";"床架";"慕思.凯奇";"3339"
"BCK1-082马德里气压箱体床架";"180*200";"K2-A012/配K-1+22床垫";"套";"2995.00";"8686.00";"床架";"慕思.凯奇";"2995"
"BCK1-223可调箱体床架";"150*200";"K2-0010/K2-0011/K-1+24";"套";"0.00";"8870.00";"床架";"慕思.凯奇";"5990"
"BCK1-117可调分体电动床架";"180*200";"K2-A050";"套";"4414.00";"11355.00";"床架";"慕思.凯奇";"7103"
"BCK1-210简爱底座床架";"150*200";"K2-K114";"套";"0.00";"5669.00";"床架";"慕思.凯奇";"7110"
"BCK1-172俄罗斯方块可调标准床架";"180*200";"K2-K114/配K-1+24公分床垫";"套";"2764.00";"8250.00";"床架";"慕思.凯奇";"2490"
"BCK1-082马德里可调标准床架";"180*200";"K096/K-1+23公分床垫";"套";"1896.00";"5518.00";"床架";"慕思.凯奇";"4286"
"BCK1-222A底座床架";"180*200";"K2-0007/K2-0002/28";"套";"2405.00";"6870.00";"床架";"慕思.凯奇";"5918"
"BCK1-213维纳斯可调标准床架";"180*200";"K121";"套";"2646.00";"8296.00";"床架";"慕思.凯奇";"3839"
"BCK1-183帝王风范可调箱体床架";"180*200";"K2-K121/配K-3+16公分床垫/安溪摆场";"套";"4215.00";"12583.00";"床架";"慕思.凯奇";"2936"
"BCK1-117阿忒拉斯可调箱体床架";"180*200";"K2-A050/配K-1+25公分床垫";"套";"4257.00";"12707.00";"床架";"慕思.凯奇";"3487"
"BCK1-093哈得斯可调箱体床架";"180*200";"K3-K096";"套";"3452.00";"9368.00";"床架";"慕思.凯奇";"675"
"BCK1-207伦敦桥可调箱体床架";"180*200";"K2-A050面料/K-14+23公分";"套";"1940.00";"8412.00";"床架";"慕思.凯奇";"2576"
"BCK1-093哈得斯气压箱体床架";"180*200";"B款/K096/K-1+24公分床垫";"套";"3917.00";"11691.00";"床架";"慕思.凯奇";"4102"
"BCK1-213维纳斯可调标准床架";"180*200";"K125/K-1+23/床脚12公分";"套";"2646.00";"9168.00";"床架";"慕思.凯奇";"6711"
"BCK1-117阿忒拉斯气压箱体床架";"180*200";"K2-A050/床脚11公分";"套";"4721.00";"14798.00";"床架";"慕思.凯奇";"7543"
"BCK1-172-D1底座床架";"180*200";"K121/25/床脚12公分";"套";"0.00";"10227.00";"床架";"慕思.凯奇";"6870"
"BCK1-156瑞士可调标准床架";"180*200";"K3-K096/配K-1+23公分床垫";"套";"3712.00";"11638.00";"床架";"慕思.凯奇";"3646"
"BCK1-093哈得斯可调箱体床架";"180*200";"K096/K-1+24";"套";"3452.00";"10820.00";"床架";"慕思.凯奇";"6182"
"BCK1-081波塞冬可调标准床架";"180*200";"A011/K-1+28";"套";"1869.00";"5856.00";"床架";"慕思.凯奇";"5767"
"BCK1-218标准床架";"180*200";"K2-0006/K2-0007";"套";"3352.00";"10506.00";"床架";"慕思.凯奇";"6089"
"BCK1-223可调标准床架";"180*200";"K2-0004/K2-0005/床脚11公分";"套";"2510.00";"7866.00";"床架";"慕思.凯奇";"7975"
"BCK1-082马德里可调标准床架";"180*200";"K2-K119/配K1-22公分床垫";"套";"1896.00";"5255.00";"床架";"慕思.凯奇";"2042"
"BCK1-082马德里可调标准床架";"180*200";"K2-A034/床脚11公分";"套";"1896.00";"5518.00";"床架";"慕思.凯奇";"7745"
"BCK1-198纵横驰骋可调标准床架";"180*200";"K2-K134/K2-K135/K-1+20/床脚10公分";"套";"4035.00";"13838.00";"床架";"慕思.凯奇";"6035"
"BCK1-093哈得斯可调标准床架";"180*200";"A034色/配K-1+ 23公分床垫";"套";"2818.00";"8832.00";"床架";"慕思.凯奇";"3970"
"BCK1-156瑞士可调标准床架";"180*200";"K2-0003";"套";"3712.00";"11638.00";"床架";"慕思.凯奇";"7844"
"BCK1-210简爱底座床架";"150*200";"K2-K134/25公分床垫";"套";"0.00";"5669.00";"床架";"慕思.凯奇";"5288"
"BCK1-082马德里可调标准床架";"150*200";"B款/K3-A034/配K-1+24公分床垫";"套";"1792.00";"6402.00";"床架";"慕思.凯奇";"3971"
"BCK1-117阿忒拉斯可调标准床架";"200*220";"K2-A050/床脚11公分";"套";"0.00";"13626.00";"床架";"慕思.凯奇";"7534"
"BCK1-082马德里可调箱体床架";"180*200";"K2-A012/K-1+17公分床垫";"套";"2531.00";"7376.00";"床架";"慕思.凯奇";"4715"
"BCK1-198纵横驰骋可调箱体床架";"180*200";"K2-A025/K2-K134/K-1+24";"套";"4669.00";"15369.00";"床架";"慕思.凯奇";"6892"
"BCK1-093哈得斯可调标准床架";"135*190";"K2-A012";"套";"2536.00";"7949.00";"床架";"慕思.凯奇";"7395"
"BCK1-156瑞士气压箱体床架";"150*200";"K3-K096/K-1+25公分床垫";"套";"0.00";"13900.00";"床架";"慕思.凯奇";"4080"
"BCK1-082马德里气压箱体床架";"180*200";"K2-0007/床脚12公分";"套";"2995.00";"9578.00";"床架";"慕思.凯奇";"6952"
"BCK1-210-D简爱底座床架";"150*200";"K2-K150/23公分床垫";"套";"0.00";"4570.00";"床架";"慕思.凯奇";"4459"
"BCK1-172俄罗斯方块可调标准床架";"180*200";"K2-0007/床脚11公分";"套";"2764.00";"8663.00";"床架";"慕思.凯奇";"8270"
"BCK1-108伊丽莎白可调标准床架";"D=190";"A015/K-7+9B床垫";"套";"4785.00";"14997.00";"床架";"慕思.凯奇";"4399"
"BCK1-082马德里可调标准床架";"180*200";"K121/K-1+26";"套";"1896.00";"5518.00";"床架";"慕思.凯奇";"6196"
"BCK1-081波塞冬可调标准床架";"180*200";"K2-A011/配K-1折叠+24公分床垫";"套";"1869.00";"5577.00";"床架";"慕思.凯奇";"3746"
"BCK1-208美国绅士可调标准床架";"180*200";"K2-K156/K-1+22";"套";"0.00";"10798.00";"床架";"慕思.凯奇";"5586"
"BCK1-223可调标准床架";"180*200";"K3-K096/K-1+25";"套";"2510.00";"7866.00";"床架";"慕思.凯奇";"5795"
"BCK1-093哈得斯气压箱体床架";"180*200";"A034/K-1+28";"套";"3917.00";"12276.00";"床架";"慕思.凯奇";"6606"
"BCK1-221可调标准床架";"150*200";"K2-0007/K-1+25/浅色木框";"套";"0.00";"9365.00";"床架";"慕思.凯奇";"6750"
"BCK1-248可调标准床架";"180*200";"K2-0025/K2-0026";"套";"0.00";"11946.00";"床架";"慕思.凯奇";"8121"
"BCK1-212凯奇智能床/电动";"90*200*42";;"套";"4829.00";"12422.00";"床架";"慕思.凯奇";"898"
"BCK1-082标准气压床架";"180*200";"K2-A015";"套";"2691.00";"6496.00";"床架";"慕思.凯奇";"7235"
"BCK1-210-D简爱底座床架";"150*200";"K2-0007";"套";"0.00";"4960.00";"床架";"慕思.凯奇";"7871"
"BCK1-082款马德里可调标准床架";"180*200";"K2-A012/配K-1+28公分床垫";"套";"1896.00";"5255.00";"床架";"慕思.凯奇";"2588"
"BCK1-082马德里可调标准床架";"180*200";"K3-K096";"套";"1896.00";"5518.00";"床架";"慕思.凯奇";"7077"
"BCK1-213维纳斯可调箱体床架";"180*200";"K2-K163/K-1+24公分";"套";"3280.00";"10285.00";"床架";"慕思.凯奇";"4988"
"BCK1-156瑞士可调标准床架";"200*200";"K096/K-1+26";"套";"0.00";"12802.00";"床架";"慕思.凯奇";"6796"
"BCK1-081波塞冬可调箱体床架";"150*200";"K125/配K-1+16公分床垫";"套";"2316.00";"7436.00";"床架";"慕思.凯奇";"3805"
"BCK1-218标准床架";"180*200";"K2-0007/K2-0012床脚11公分";"套";"3352.00";"10506.00";"床架";"慕思.凯奇";"7601"
"BCK1-210简爱底座床架";"150*200";"K2-K114/配25公分床垫";"套";"2017.82";"5999.00";"床架";"慕思.凯奇";"3503"
"BCK1-219可调箱体床架";"180*200";"K2-004/K2-K005/K-1+17公分床垫";"套";"4669.00";"0.00";"床架";"慕思.凯奇";"4717"
"BCK1-095考伊斯可调箱体床架";"180*200";"K2-A025/K-1+21公分床垫";"套";"0.00";"12707.00";"床架";"慕思.凯奇";"4171"
"BCK1-082马德里可调标准床架";"180*200";"K2-A015";"套";"1896.00";"5518.00";"床架";"慕思.凯奇";"3342"
"BCK1-172A(新）无抽屉底座床架";"150*200";"K2-A031/配23公分床垫";"套";"2632.28";"8840.00";"床架";"慕思.凯奇";"3748"
"BCK1-117阿忒拉斯可调标准床架";"180*200";"K096/K-1+25";"套";"3623.00";"11355.00";"床架";"慕思.凯奇";"5994"
"BCK1-082马德里可调箱体床架";"180*200";"旧款不可调/A012安溪库存";"套";"2531.00";"7300.00";"床架";"慕思.凯奇";"635"
"BCK1-218箱体床架";"180*200";"K2-0002床体颜色/配色K2-0003色/K-1+25公分床垫";"套";"3986.00";"12493.00";"床架";"慕思.凯奇";"4097"
"BCK1-198纵横驰骋可调箱体床架";"180*200";"K2-K134/K2-K135/配K-1+25公分床垫";"套";"4669.00";"15369.00";"床架";"慕思.凯奇";"2996"
"BCK1-198纵横驰骋可调标准床架";"180*200";"K134/A025/K-1+25公分床垫";"套";"4035.00";"12743.00";"床架";"慕思.凯奇";"4359"
"BCK1-117-X保险箱款可调标准床架";"200*220";"K2-A050/床脚11公分";"套";"0.00";"13715.00";"床架";"慕思.凯奇";"7526"
"BCK1-093哈得斯可调标准床架";"180*200";"A034/K-1+21";"套";"2818.00";"8832.00";"床架";"慕思.凯奇";"6237"
"BCK1-156瑞士可调箱体床架";"180*200";"K150/K151/K-1+16";"套";"4346.00";"13627.00";"床架";"慕思.凯奇";"6704"
"BCK1-082马德里气压箱体床架";"180*190";"K114/K-1+23公分床垫";"套";"3325.00";"8076.00";"床架";"慕思.凯奇";"4271"
"BCK1-237标准床架";"180*200";"K2-0007/K2-0003";"套";"0.00";"10819.00";"床架";"慕思.凯奇";"8500"
"BCK1-210简爱底座床架";"180*200";"K2-0003/床脚11公分";"套";"2541.00";"6299.00";"床架";"慕思.凯奇";"8047"
"BCK1-172俄罗斯方块可调标准床架";"180*200";"特别尺寸221*183*88/A012/K-1+22";"套";"2764.00";"10395.00";"床架";"慕思.凯奇";"5659"
"BCK1-082马德里可调标准床架";"150*200";"A012+K-1+23";"套";"1792.00";"4966.00";"床架";"慕思.凯奇";"5344"
"BCK1-222A底座床架";"180*200";"K2-0003/K2-0007/床脚11公分";"套";"2405.00";"6870.00";"床架";"慕思.凯奇";"7991"
"BCK1-243可调标准床架";"180*200";"K2-0022/K2-0029";"张";"0.00";"10960.00";"床架";"慕思.凯奇";"8223"
"BCK1-213维纳斯可调标准床架";"180*200";"K096/K-1+23";"套";"2646.00";"8296.00";"床架";"慕思.凯奇";"6013"
"BCK1-117阿忒拉斯气压箱体床架";"180*200";"B款/K2-A025/配K-1+24公分床垫";"套";"4721.00";"14093.00";"床架";"慕思.凯奇";"3303"
"BCK1-093哈得斯可调箱体床架";"180*200";"K2-A034/配K-1+28公分床垫";"套";"3452.00";"10305.00";"床架";"慕思.凯奇";"3343"
"BCK1-082马德里箱体床架";"180*200";"K2-A012/配K-2+23公分床垫";"套";"2625.00";"7300.00";"床架";"慕思.凯奇";"3682"
"BCK1-210-D简爱底座床架";"150*190";"A034";"套";"0.00";"4960.00";"床架";"慕思.凯奇";"6232"
"BCK1-082马德里可调标准床架";"180*200";"K2-0002/K-1+25";"套";"1896.00";"5518.00";"床架";"慕思.凯奇";"6563"
"BCK1-213维纳斯可调标准床架";"180*200";"K2-0010/K2-0011";"套";"2646.00";"7866.00";"床架";"慕思.凯奇";"8254"
"BCK1-172-D3底座床架（右抽）";"150*200";"K114";"套";"0.00";"9675.00";"床架";"慕思.凯奇";"5618"
"BCK1-156瑞士可调标准床架";"180*200";"K3-K096/K-1+26";"套";"3712.00";"11638.00";"床架";"慕思.凯奇";"5833"
"BCK1-081波塞冬可调标准床架";"150*200";"K2-K150";"套";"1682.00";"5270.00";"床架";"慕思.凯奇";"7223"
"BCK1-218标准床架";"180*200";"K2-0002/K2-0003";"套";"3352.00";"10506.00";"床架";"慕思.凯奇";"6888"
"BCK1-209真水无香可调箱体床架";"180*200";"K2-K158/配K-1+16公分床垫";"套";"3422.69";"12033.00";"床架";"慕思.凯奇";"3674"
"BCK1-082马德里可调标准床架";"180*200";"K2-A025/配K-1+22公分床垫";"套";"1896.00";"5255.00";"床架";"慕思.凯奇";"2690"
"BCK1-117阿忒拉斯可调标准床架";"180*200";"无床架外套/K-1+23公分床垫";"套";"3623.00";"11355.00";"床架";"慕思.凯奇";"4068"
"BCK1-082马德里可调标准床架";"180*200";"K163床脚11公分";"套";"1896.00";"5518.00";"床架";"慕思.凯奇";"8248"
"BCK1-198纵横驰骋可调标准床架";"180*200";"K2-0007/K2-0006";"套";"4035.00";"13380.00";"床架";"慕思.凯奇";"7412"
"BCK1-117B阿忒拉斯箱体床架";"180*200";"K2-K121/K-1+24公分床垫";"套";"0.00";"12707.00";"床架";"慕思.凯奇";"4228"
"BCK1-093哈得斯可调标准床架";"180*200";"K3-K096/K-1+25";"套";"2818.00";"8832.00";"床架";"慕思.凯奇";"5472"
" BCK1-223气压箱体床架";"180*200";"K2-0007/K2-0006";"套";"3608.00";"11311.00";"床架";"慕思.凯奇";"7384"
"BCK1-205银元宝可调标准床架";"180*200";"K150/K151/K-1+24";"套";"3881.00";"12168.00";"床架";"慕思.凯奇";"5657"
"BCK1-156瑞士可调箱体床架";"180*200";"K096/K-6+22公分床垫/安溪摆场";"套";"4346.00";"13627.00";"床架";"慕思.凯奇";"2935"
"BCK1-082马德里气压箱体床架";"180*200";"K2-A012";"套";"2995.00";"9120.00";"床架";"慕思.凯奇";"2801"
"BCK1-223可调箱体床架";"180*200";"K2-0010/K2-0011";"套";"3144.00";"9856.00";"床架";"慕思.凯奇";"5142"
"BCK1-210简爱底座床架";"180*200";"K108/25";"套";"2541.00";"6299.00";"床架";"慕思.凯奇";"6844"
"BCK1-172俄罗斯方块可调标准床架";"180*200";"床体颜色，床架颜色做K3-K096/配K-1+24公分床垫";"套";"2764.00";"8250.00";"床架";"慕思.凯奇";"2174"
"BCK1-082马德里可调标准床架";"180*190";"K114/K-1+23公分床垫";"套";"1991.00";"5255.00";"床架";"慕思.凯奇";"4272"
"BCK1-222A底座床架";"180*200";"K2-0003/K2-0007/25";"套";"2405.00";"6870.00";"床架";"慕思.凯奇";"5905"
"BCK1-213维纳斯可调标准床架";"180*200";"A034色/配K-1+28公分床垫";"套";"2646.00";"7901.00";"床架";"慕思.凯奇";"3838"
"BCK1-183帝王风范可调箱体床架";"180*200";"K2-K121/配K-1+22公分床垫";"套";"4215.00";"12583.00";"床架";"慕思.凯奇";"773"
"BCK1-117阿忒拉斯可调箱体床架";"180*200";"B款/K2-K121/配K-1+24公分床垫";"套";"4257.00";"12707.00";"床架";"慕思.凯奇";"3338"
"BCK1-198纵横驰骋气压箱体床架";"180*200";"K134/K135";"套";"5133.00";"16824.00";"床架";"慕思.凯奇";"7958"
"BCK1-093哈得斯可调箱体床架";"180*200";"K3-A034晋江店面摆场/不可调/老款";"套";"3452.00";"10305.00";"床架";"慕思.凯奇";"652"
"BCK1-207伦敦桥可调标准床架";"180*200";"K3-K096/配K-1+22公分床垫";"套";"0.00";"6518.00";"床架";"慕思.凯奇";"3591"
"BCK1-093哈得斯气压箱体床架";"180*200";"K3-A034/配K-1+25公分床垫";"套";"3917.00";"12276.00";"床架";"慕思.凯奇";"2994"
"BCK1-117阿忒拉斯气压箱体床架";"150*200";"K2-K108/K-1+27";"套";"0.00";"10219.00";"床架";"慕思.凯奇";"6693"
