"型号品名";"规格";"加工要求";"单位";"进货价";"销售价";"类别";"品牌";"goodsID"
"QCK1-081床品2件套";"180*200";"盖被款被套265*245/床笠180*200*25";"套";"0.00";"3872.00";"床上用品";"慕思.凯奇";"4853"
"QCK1-213维纳斯裥棉床笠";"180*200*30";;"件";"414.00";"1242.00";"床上用品";"慕思.凯奇";"7337"
"QCK1-212金玉满堂枕套";"52*85";;"个";"0.00";"0.00";"床上用品";"慕思.凯奇";"6978"
"QCK1-210床品3件套";"265*245";"被套265*245+2枕套52*85";"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"6909"
"QCK1-225枕套";"48*75";;"个";"0.00";"131.50";"床上用品";"慕思.凯奇";"6572"
"QCK1-205银元宝贴芯被胆";"250*240";;"件";"366.52";"1176.00";"床上用品";"慕思.凯奇";"2761"
"QCK1-093哈得斯裥棉床笠";"180*200*33";;"件";"414.00";"1632.00";"床上用品";"慕思.凯奇";"5200"
"QCK1-081波塞冬信封枕套";"48*74";;"个";"0.00";"224.00";"床上用品";"慕思.凯奇";"8020"
"QCK1-223被套";"250*240";;"件";"588.00";"1470.00";"床上用品";"慕思.凯奇";"5245"
"QCK1-019枕套";"52*85";;"个";"0.00";"131.50";"床上用品";"慕思.凯奇";"8238"
"QCK1-217床笠";"180*200*25";"K3-KA067";"套";"414.00";"1035.00";"床上用品";"慕思.凯奇";"5958"
"QCK1-183帝王风范被套";"200*230";;"件";"0.00";"1025.00";"床上用品";"慕思.凯奇";"7763"
"凯奇七孔棉枕芯";"52*85";;"个";"120.00";"315.00";"床上用品";"慕思.凯奇";"2414"
"QCK1-218裥棉床笠";"150*200";"K3-KA057";"件";"0.00";"1035.00";"床上用品";"慕思.凯奇";"6108"
"QCK1-207伦敦桥裥棉床笠";"180*200*25";"水头摆场";"件";"386.12";"1360.00";"床上用品";"慕思.凯奇";"3026"
"QCK1-156瑞士被套";"265*245";"颜色1；K3-K096/颜色2；9082";"件";"662.00";"2178.00";"床上用品";"慕思.凯奇";"3715"
"QCK1-081波塞冬裥棉床笠";"150*200*15";;"件";"0.00";"1035.00";"床上用品";"慕思.凯奇";"8358"
"QCK1-081波塞冬单层床笠";"90*200";;"件";"140.00";"485.00";"床上用品";"慕思.凯奇";"2406"
"QCK1-108伊丽莎白月亮枕套";"52*170";"H2-9082B";"个";"244.00";"800.00";"床上用品";"慕思.凯奇";"698"
"QCK1-117阿忒拉斯贴芯被胆";"265*245";"1800#棉";"件";"429.00";"1344.00";"床上用品";"慕思.凯奇";"2388"
"QCK1-156瑞士床上用品6件套";"180*200";"被套1/250*240/枕套枕芯各2/52*85/床笠配22公分床垫";"套";"0.00";"5020.00";"床上用品";"慕思.凯奇";"3968"
"QCK1-225被套";"265*245";;"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"5863"
"QCK1-198纵横驰骋裥棉床笠";"180*200";;"件";"414.00";"1360.00";"床上用品";"慕思.凯奇";"2577"
"QCK1-093哈得斯被套";"180*200";;"件";"462.00";"1596.00";"床上用品";"慕思.凯奇";"2032"
"QCK1-227被套";"265*245";;"件";"0.00";"0.00";"床上用品";"慕思.凯奇";"7048"
"QCK2-011丝语柔情床品四件套";"220*240";;"套";"809.00";"0.00";"床上用品";"慕思.凯奇";"6142"
"QCK1-156瑞士裥棉床笠";"180*190*30";;"件";"0.00";"1632.00";"床上用品";"慕思.凯奇";"5780"
"QCK1-223裥棉床笠";"200*200*33";;"件";"0.00";"1450.00";"床上用品";"慕思.凯奇";"8367"
"BCK1-090床架外套";"180*200";"K3-K096";"件";"0.00";"3786.00";"床上用品";"慕思.凯奇";"7465"
"QCK1-219裥棉床笠";"180*200*25";"KA-A057";"件";"414.00";"1035.00";"床上用品";"慕思.凯奇";"4405"
"QCK1-210简爱枕套";"60*40";;"个";"0.00";"131.50";"床上用品";"慕思.凯奇";"7059"
"BCK1-082靠包外套";"常规";"K3-KA067";"件";"0.00";"0.00";"床上用品";"慕思.凯奇";"7677"
"弹力布";"3800*2290";;"件";"0.00";"0.00";"床上用品";"慕思.凯奇";"7616"
"BCK1-117床架外套";"200*200";"K2-0002";"个";"0.00";"4107.00";"床上用品";"慕思.凯奇";"8377"
"QCK1-213维纳斯枕套";"48*74";;"个";"0.00";"296.50";"床上用品";"慕思.凯奇";"4527"
"QCK1-218床品4件套";"180*200";"被套250*240+床笠180*200*25+2枕套52*85";"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"5485"
"QCK1-081波塞冬被套";"250*240";"盖被款/四个都是直角";"件";"0.00";"2100.00";"床上用品";"慕思.凯奇";"6930"
"QCK1-156床品2件套";"180*200";"被套265*245+枕套52*85";"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"5917"
"QCK1-093哈得斯双色枕套";"48*74";;"个";"0.00";"286.50";"床上用品";"慕思.凯奇";"7421"
"QCK1-081波塞冬贴芯被胆";"270*250";"1800#棉";"件";"374.00";"1176.00";"床上用品";"慕思.凯奇";"617"
"QCK1-221裥棉床笠";"90*200";;"件";"0.00";"724.00";"床上用品";"慕思.凯奇";"6062"
"QCK1-082多用被";"220*240";;"件";"0.00";"0.00";"床上用品";"慕思.凯奇";"7126"
"QCK1-103菲碧盖被";"230*229";;"件";"0.00";"2932.00";"床上用品";"慕思.凯奇";"5197"
"QCK1-217枕套";"52*85";"K101";"个";"52.50";"131.50";"床上用品";"慕思.凯奇";"6624"
"QCK1-219床品3件套";"250*240";"被套250*240+2枕套52*85";"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"6423"
"QCK1-082马德里盖被款被套";"250*240";;"件";"0.00";"2100.00";"床上用品";"慕思.凯奇";"8438"
"QCK1-222被套";"265*245";;"件";"0.00";"1470.00";"床上用品";"慕思.凯奇";"5813"
"QCK1-198纵横驰骋床上用品7件套";"180*200";"被套被胆各1/250*240/枕套枕芯各2/52*85/床笠180*200*25";"套";"1651.00";"5504.00";"床上用品";"慕思.凯奇";"4553"
"QCK1-120多芬盖被";"250*240";;"件";"727.00";"2512.00";"床上用品";"慕思.凯奇";"2842"
"QCK1-172俄罗斯方块被套";"250*240";;"件";"480.20";"1288.00";"床上用品";"慕思.凯奇";"2751"
"QCK1-108伊丽莎白被套";"280*240";"K3-K101/K3-102";"件";"0.00";"2060.00";"床上用品";"慕思.凯奇";"6387"
"QCK1-217床笠";"180*200*30";;"套";"414.00";"1242.00";"床上用品";"慕思.凯奇";"7644"
"QCK1-183帝王风范枕套";"52*85";;"个";"58.00";"145.00";"床上用品";"慕思.凯奇";"5065"
"QCK1-117阿忒拉斯盖被";"250*240";"盖被款被套";"件";"784.00";"2100.00";"床上用品";"慕思.凯奇";"2759"
"QCK1-082马德里裥棉床笠";"180*200";"配22公分床垫使用";"件";"414.00";"1360.00";"床上用品";"慕思.凯奇";"2775"
"QCK1-198纵横驰骋贴芯被胆";"265*245";;"件";"367.00";"1176.00";"床上用品";"慕思.凯奇";"2579"
"QCK1-093哈得斯床上用品8件套";"180*200";"被套1+被胆1+裥棉床笠1+枕套2+枕芯2+小方抱枕套1+小方抱枕芯1";"套";"1929.00";"6420.00";"床上用品";"慕思.凯奇";"653"
"QCK1-230被套";"240*220";;"件";"0.00";"1400.00";"床上用品";"慕思.凯奇";"7035"
"QCK1-208美国绅士裥棉床笠";"150*200*22";;"件";"402.00";"1360.00";"床上用品";"慕思.凯奇";"2281"
"QCK1-156瑞士裥棉床笠";"180*200*30";;"件";"414.00";"1242.00";"床上用品";"慕思.凯奇";"2654"
"QCK1-007单层防水床笠";"200*220*25";;"件";"0.00";"1024.00";"床上用品";"慕思.凯奇";"5264"
"QCK1-219被套";"240*220";;"件";"0.00";"1313.00";"床上用品";"慕思.凯奇";"6744"
"QCK1-210简爱被套";"240*220";"颜色1：V3-C097颜色2：H2-9082B";"件";"0.00";"0.00";"床上用品";"慕思.凯奇";"5632"
"QCK1-172俄罗斯方块床上用品4件套";"180*200";"2床笠180*200*25+2枕套52*85";"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"5653"
"QCK1-137B被套";"200*230";;"件";"0.00";"1560.00";"床上用品";"慕思.凯奇";"4873"
"圆床床架外套";"尺寸未知";"颜色未知";"件";"0.00";"0.00";"床上用品";"慕思.凯奇";"4805"
"BCK1-117床架外套";"180*200";"气压床架K2-K156/K-1+25";"个";"1092.00";"3423.00";"床上用品";"慕思.凯奇";"5302"
"QCK1-213维纳斯被套";"220*240";"颜色1：K2-K163，颜色2:9082B";"件";"646.80";"2173.00";"床上用品";"慕思.凯奇";"3518"
"QCK1-189乘风破浪床上用品3件套";"180*200";"被套240*220/1件枕套52*91/2个";"套";"610.00";"2108.00";"床上用品";"慕思.凯奇";"795"
"QCK1-117阿忒拉斯单层床笠";"150*200";"H2-9082B";"件";"268.00";"928.00";"床上用品";"慕思.凯奇";"715"
"QCK1-217床品6件套";"180*200";"被套265*245+3床笠180*200*25+2枕套52*85";"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"6900"
"QCK1-093哈得斯贴芯被胆";"250*240";;"件";"0.00";"1650.00";"床上用品";"慕思.凯奇";"3921"
"QCK1-081波塞冬盖被";"250*250";"盖被款被套/4个角做直角9022面料";"件";"784.00";"2512.00";"床上用品";"慕思.凯奇";"3549"
"QCK1-207床品3件套";"180*200";"被套265*245/52*91枕套2";"套";"0.00";"2928.00";"床上用品";"慕思.凯奇";"4433"
"QCK1-093哈德斯单层床笠";"150*200*25";;"件";"0.00";"929.00";"床上用品";"慕思.凯奇";"5152"
"QCK1-095考伊斯盖被";"265*245";"盖被款被套/水头摆场";"件";"727.00";"2512.00";"床上用品";"慕思.凯奇";"3010"
"QCK1-082马德里盖被";"265*245";;"件";"840.00";"2100.00";"床上用品";"慕思.凯奇";"2404"
"QCK1-117七孔棉枕芯";"52*85";;"个";"0.00";"378.00";"床上用品";"慕思.凯奇";"4889"
"QCK1-226床笠";"180*200*25";;"件";"0.00";"1035.00";"床上用品";"慕思.凯奇";"6627"
"KB-137B裥棉床笠 ";"180*200*25";"颜色1；K101";"件";"381.79";"1360.00";"床上用品";"慕思.凯奇";"3655"
"QCK1-222床笠";"200*200*30";;"件";"0.00";"1490.00";"床上用品";"慕思.凯奇";"5812"
"QCK1-119都兰双边枕套";"52*91/52*85";;"个";"91.50";"229.00";"床上用品";"慕思.凯奇";"728"
"QCK1-156床品3件套";"180*200";"被套265*245+2枕套52*85";"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"6006"
"QCK1-205银元宝裥棉床笠";"150*190*25";;"件";"0.00";"1035.00";"床上用品";"慕思.凯奇";"7294"
"QCK1-156瑞士床上用品7件套";"180*200";"被套1+被胆1+裥棉床笠1+枕套2+枕芯2";"套";"1848.00";"6314.00";"床上用品";"慕思.凯奇";"739"
"QCK1-081波塞冬裥棉床笠";"180*200*25";"水头摆场";"件";"414.00";"1360.00";"床上用品";"慕思.凯奇";"3020"
"BCK1-092床架外套";"180*200";"K2-0010/K-1+23";"件";"0.00";"3423.00";"床上用品";"慕思.凯奇";"6695"
"QCK1-198纵横驰骋床上用品4件套";"180*200";"被套265*245+床笠180*200*25+2枕套48*74";"套";"0.00";"3572.00";"床上用品";"慕思.凯奇";"6199"
"QCK1-155贴芯被胆";"265*245";"停产";"件";"366.52";"1176.00";"床上用品";"慕思.凯奇";"2771"
"QCK1-218裥棉床笠";"180*200*30";;"件";"414.00";"1242.00";"床上用品";"慕思.凯奇";"6994"
"QCK1-117床品3件套";"250*240";"盖被250*240+2枕套52*85";"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"6910"
"QCK1-208美国绅士床上用品4件套";"被套250*240+床笠180*200*25+枕套52*85";;"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"5499"
"QCK1-156瑞士双色枕套";"40*60";"颜色1；K096，颜色2；K096，颜色3；K096";"个";"102.90";"363.00";"床上用品";"慕思.凯奇";"3716"
"QCK1-081波塞冬床上用品2件套";"150*200";"盖被1+床笠1/床笠做128床笠花纹";"套";"1194.00";"3872.00";"床上用品";"慕思.凯奇";"633"
"QCK1-216锦绣良缘被套";"265*245";;"件";"750.00";"2475.00";"床上用品";"慕思.凯奇";"2439"
"QCK1-248枕套";"48*74";;"个";"0.00";"220.00";"床上用品";"慕思.凯奇";"8472"
"QCK1-210简爱床上用品7件套";"180*200";"K126";"套";"1525.00";"5208.00";"床上用品";"慕思.凯奇";"4079"
"QCK1-172俄罗斯方块裥棉床笠";"180*200";;"件";"414.00";"1360.00";"床上用品";"慕思.凯奇";"762"
"QCK1-108伊丽莎白小方抱枕套";"45*45";"A044";"个";"0.00";"252.00";"床上用品";"慕思.凯奇";"3879"
"QCK1-218枕套";"48*75";;"个";"0.00";"131.50";"床上用品";"慕思.凯奇";"6809"
"QCK1-189乘风破浪枕套";"52*85";;"个";"65.00";"224.50";"床上用品";"慕思.凯奇";"2764"
"QCK1-117阿忒拉斯裥棉床笠";"110*184*5";;"件";"0.00";"1035.00";"床上用品";"慕思.凯奇";"7654"
"QCK1-093床品4件套";"180*200";"被套265*245+床笠180*200+2枕套52*85";"套";"0.00";"3712.00";"床上用品";"慕思.凯奇";"6041"
"QCK1-198纵横驰骋裥棉床笠";"200*220*25";;"件";"0.00";"1345.00";"床上用品";"慕思.凯奇";"4231"
"QCK1-093哈得斯贴芯被胆";"180*200";"加厚";"件";"414.00";"2016.00";"床上用品";"慕思.凯奇";"2026"
"QCK1-156瑞士床上用品4件套";"180*200";"被套250*240/枕套52*85/床笠配22公分床垫";"套";"0.00";"4264.00";"床上用品";"慕思.凯奇";"4223"
"QCK1-156瑞士裥棉床笠";"180*200*22";;"件";"414.00";"1035.00";"床上用品";"慕思.凯奇";"7809"
"QCK1-219裥棉床笠";"150*200*25";;"件";"0.00";"1035.00";"床上用品";"慕思.凯奇";"5938"
"QCK1-210简爱裥棉床笠";"180*200";"配18公分床垫";"件";"414.00";"1360.00";"床上用品";"慕思.凯奇";"4489"
"QCK1-177双喜临门枕套";"52*91";;"个";"90.00";"311.00";"床上用品";"慕思.凯奇";"770"
"QCK1-189床品7件套";"180*200";"被套被胆各1/265*245/枕套枕芯各2/52*91/床笠180*200*25";"套";"0.00";"5400.00";"床上用品";"慕思.凯奇";"4852"
"QCK1-082床品3件套";"180*200";"床笠180*200+2枕套52*91";"套 ";"0.00";"0.00";"床上用品";"慕思.凯奇";"6592"
"QCK1-213维纳斯裥棉床笠";"200*220*25";;"件";"0.00";"1768.00";"床上用品";"慕思.凯奇";"5381"
"QCK1-212金玉满堂被套";"265*245";;"件";"0.00";"0.00";"床上用品";"慕思.凯奇";"6976"
"QCK1-210床品3件套";"200*230";"被套200*230+2枕套52*85";"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"6901"
"QCK1-163甜蜜蜜枕套";"52*91";;"个";"70.00";"242.00";"床上用品";"慕思.凯奇";"2182"
"QCK1-225枕套";"52*85";;"个";"0.00";"125.00";"床上用品";"慕思.凯奇";"5932"
"QCK1-205银元宝贴芯被胆";"265*245";;"件";"374.00";"1176.00";"床上用品";"慕思.凯奇";"796"
"QCK1-093哈得斯裥棉床笠";"200*220*30";;"件";"0.00";"1958.00";"床上用品";"慕思.凯奇";"4906"
"QCK1-081波塞冬信封枕套";"48*75";;"个";"0.00";"224.00";"床上用品";"慕思.凯奇";"4878"
"QCK1-0103菲碧裥棉床笠";"150*200*25";;"件";"394.00";"1360.00";"床上用品";"慕思.凯奇";"690"
"QCK1-019被套";"265*245";;"件";"0.00";"1313.00";"床上用品";"慕思.凯奇";"8237"
"QCK1-217床笠";"180*200*25";;"套";"414.00";"1035.00";"床上用品";"慕思.凯奇";"5185"
"QCK1-183帝王风范被套";"220*240";"颜色1：K3-K122 颜色2:;K3-KA067";"件";"0.00";"1348.00";"床上用品";"慕思.凯奇";"4919"
"凯奇七孔棉枕芯";"52*91";;"个";"120.00";"315.00";"床上用品";"慕思.凯奇";"645"
"QCK1-218裥棉床笠";"180*200*25";"K3-KA067";"件";"414.00";"1035.00";"床上用品";"慕思.凯奇";"5907"
"QCK1-207伦敦桥裥棉床笠";"180*200";"配22公分床垫使用";"件";"401.88";"1360.00";"床上用品";"慕思.凯奇";"2853"
"QCK1-156瑞士被套";"250*240";;"件";"630.00";"1655.00";"床上用品";"慕思.凯奇";"3666"
"QCK1-081波塞冬裥棉床笠";"120*200*25";;"件";"0.00";"1035.00";"床上用品";"慕思.凯奇";"8355"
"QCK1-172俄罗斯方块贴芯被胆";"265*245";"安溪摆场";"件";"349.00";"1176.00";"床上用品";"慕思.凯奇";"2955"
"QCK1-108伊丽莎白月亮枕套";"52*170";"K3-9087";"个";"244.00";"800.00";"床上用品";"慕思.凯奇";"697"
"QCK1-093枕芯";"52*85";;"个";"0.00";"378.00";"床上用品";"慕思.凯奇";"3996"
"QCK1-183帝王风范床上用品5件套";"180*200";"被套1+被胆1+裥棉床笠1+枕套2";"套";"1268.00";"4264.00";"床上用品";"慕思.凯奇";"785"
"QCK1-117阿忒拉斯贴芯被胆";"270*250";"1800棉#";"件";"429.00";"1344.00";"床上用品";"慕思.凯奇";"710"
"QCK1-183床品6件套";"200*220";"被套265*245+床笠200*220*25+4枕套52*91";"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"5678"
"QCK1-156瑞士床上用品6件套";"180*200";"被套1/265*245+枕套 .枕芯各2/52*91+裥棉床笠1配25公分床垫";"套";"1521.94";"5290.00";"床上用品";"慕思.凯奇";"3506"
"QCK1-226被套";"250*240";;"套";"0.00";"1470.00";"床上用品";"慕思.凯奇";"6625"
"QCK1-198纵横驰骋七孔棉枕芯";"52*91";;"个";"120.00";"378.00";"床上用品";"慕思.凯奇";"797"
"QCK1-093哈得斯被套";"250*240";"H2-9082B";"件";"462.00";"1596.00";"床上用品";"慕思.凯奇";"663"
"QCK2-015时空几何四件套";"220*240";;"套";"560.00";"0.00";"床上用品";"慕思.凯奇";"6141"
"QCK1-156瑞士裥棉床笠";"180*200*25";;"件";"414.00";"1035.00";"床上用品";"慕思.凯奇";"4255"
"QCK1-223裥棉床笠";"150*190*25";;"件";"0.00";"1035.00";"床上用品";"慕思.凯奇";"7722"
"BCK1-090床架外套";"180*200";"K2-0010";"件";"0.00";"3423.00";"床上用品";"慕思.凯奇";"7310"
"QCK1-219裥棉床笠";"180*200*25";"颜色9081";"件";"414.00";"1035.00";"床上用品";"慕思.凯奇";"4020"
"QCK1-210简爱枕套";"52*85";;"个";"52.50";"131.50";"床上用品";"慕思.凯奇";"4403"
"BCK1-082靠包外套";"180*200";"A012/K-1+22";"件";"0.00";"1260.00";"床上用品";"慕思.凯奇";"6755"
"弹力布";"1540*1245";;"件";"0.00";"0.00";"床上用品";"慕思.凯奇";"7562"
"BCK1-117床架外套";"180*200";"K2-0005";"个";"1092.00";"3423.00";"床上用品";"慕思.凯奇";"7987"
"QCK1-213维纳斯枕套";"52*91";"K163,9082B   ";"个";"0.00";"0.00";"床上用品";"慕思.凯奇";"4317"
"QCK1-218床品4件套";"180*200";"被套265*245+2枕套52*85+床笠180*200*25";"套";"0.00";"2768.00";"床上用品";"慕思.凯奇";"5326"
"QCK1-081波塞冬被套";"250*240";"9022";"件";"0.00";"0.00";"床上用品";"慕思.凯奇";"4442"
"QCK1-232床笠";"180*200*25";;"件";"414.00";"1035.00";"床上用品";"慕思.凯奇";"6936"
"QCK1-223床品3件套";"180*200";"床笠180*200+2枕套52*85";"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"6907"
"QCK1-128裥棉床笠";"180*200*25";;"件";"413.24";"1360.00";"床上用品";"慕思.凯奇";"3028"
"QCK1-093哈得斯双色枕套";"48*75";;"个";"0.00";"286.50";"床上用品";"慕思.凯奇";"6526"
"QCK1-081波塞冬盖被";"200*230";;"件";"0.00";"2100.00";"床上用品";"慕思.凯奇";"8353"
"QCK1-221裥棉床笠";"150*200*22";"K3-KA057";"件";"0.00";"1035.00";"床上用品";"慕思.凯奇";"5662"
"QCK1-117阿忒拉斯床上用品4件套";"180*200";"盖被250*240+床笠180*200*25+2枕套52*85";"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"5488"
"K-2展示床架外套";"90*200";"A025";"件";"0.00";"0.00";"床上用品";"慕思.凯奇";"7121"
"QCK1-103菲碧盖被";"229*230";"K3-9081/加硬/四个角做直角";"件";"0.00";"0.00";"床上用品";"慕思.凯奇";"5143"
"QCK1-217枕套";"48*75";"H2-9082B";"个";"0.00";"131.50";"床上用品";"慕思.凯奇";"6392"
"QCK1-219床品3件套";"180*200";"被套265*245+2枕套52*85";"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"5676"
"QCK1-082马德里盖被款被套";"254*242";;"件";"0.00";"2520.00";"床上用品";"慕思.凯奇";"5719"
"QCK1-222床笠";"150*200*30";;"件";"0.00";"1242.00";"床上用品";"慕思.凯奇";"7953"
"QCK1-198纵横驰骋床上用品7件套";"180*200";"被套被胆各1/250*240/枕套枕芯各2/52*85/床笠配16公分床垫";"套";"1651.00";"5504.00";"床上用品";"慕思.凯奇";"4321"
"QCK1-120多芬盖被";"270*250";"3200棉#4.14KG";"件";"800.00";"2512.00";"床上用品";"慕思.凯奇";"731"
"QCK1-172俄罗斯方块被套";"265*245";;"件";"515.00";"1288.00";"床上用品";"慕思.凯奇";"756"
"QCK1-108伊丽莎白被套";"280*240";"9007";"件";"626.00";"2060.00";"床上用品";"慕思.凯奇";"2838"
"QCK1-223枕套";"48*74";;"件";"0.00";"131.50";"床上用品";"慕思.凯奇";"6774"
"QCK1-217床笠";"180*190*25";;"套";"0.00";"1035.00";"床上用品";"慕思.凯奇";"7262"
"QCK1-183帝王风范枕套";"52*85";"颜色1：K3-K122 颜色2:;K3-KA067";"个";"58.00";"190.00";"床上用品";"慕思.凯奇";"4920"
"QCK1-117阿忒拉斯盖被";"250*240";"3200#棉";"件";"800.00";"2512.00";"床上用品";"慕思.凯奇";"2391"
"QCK1-082马德里裥棉床笠";"180*200*25";;"件";"414.00";"1035.00";"床上用品";"慕思.凯奇";"647"
"QCK1-198纵横驰骋贴芯被胆";"250*240";;"件";"374.00";"1176.00";"床上用品";"慕思.凯奇";"798"
"QCK1-208美国绅士枕套";"48*75";;"个";"0.00";"0.00";"床上用品";"慕思.凯奇";"7115"
"QCK1-156瑞士裥棉床笠";"180*200";;"件";"414.00";"1360.00";"床上用品";"慕思.凯奇";"744"
"QCK1-007单层防水床笠";"150*200*28";;"件";"0.00";"900.00";"床上用品";"慕思.凯奇";"4290"
"QCK1-219被套";"220*240";"K3-K102";"件";"0.00";"1313.00";"床上用品";"慕思.凯奇";"6692"
"QCK1-210简爱被套";"220*240";;"件";"0.00";"1103.00";"床上用品";"慕思.凯奇";"5147"
"QCK1-172俄罗斯方块床上用品4件套";"180*200";"被套1+被胆1（265*245）+枕套2(52*91)";"套";"990.00";"3422.00";"床上用品";"慕思.凯奇";"763"
"QCK1-137B被套";"240*200";"颜色1；K101";"件";"438.96";"1560.00";"床上用品";"慕思.凯奇";"3658"
"BCK1-117床架外套";"180*200";"K2-K156/K-1+22";"个";"1092.00";"3423.00";"床上用品";"慕思.凯奇";"5243"
"QCK1-213维纳斯被套";"265*245";;"件";"693.00";"1733.00";"床上用品";"慕思.凯奇";"3011"
"QCK1-189乘风破浪裥棉床笠";"150*200*25";;"件";"0.00";"0.00";"床上用品";"慕思.凯奇";"5159"
"QCK1-117阿忒拉斯裥棉床笠";"180*200*30";;"件";"0.00";"1242.00";"床上用品";"慕思.凯奇";"8506"
"QCK1-205床品11件套";"250*240、220*240";"2被套250*240+6枕套52*85+被套220*240+2枕套48*75";"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"6898"
"QCK1-093哈得斯贴芯被胆";"245*265";"厚";"件";"0.00";"1680.00";"床上用品";"慕思.凯奇";"3874"
"QCK1-081波塞冬盖被";"270*250";"盖被款被套/水头摆场";"件";"849.00";"2512.00";"床上用品";"慕思.凯奇";"3019"
"QCK1-128床品4件套";"180*200";"被套265*245/52*91枕套2/床笠180*200*25";"套";"0.00";"3824.00";"床上用品";"慕思.凯奇";"4432"
"QCK1-093哈德斯单层床笠";"180*200";"配25公分床垫使用";"件";"414.00";"1113.00";"床上用品";"慕思.凯奇";"3735"
"QCK1-095考伊斯盖被";"298*250";"盖被款被套/水头摆场";"件";"727.00";"2512.00";"床上用品";"慕思.凯奇";"3009"
"QCK1-237枕套";"52*85";;"个";"0.00";"215.00";"床上用品";"慕思.凯奇";"8203"
"QCK1-082马德里盖被";"270*250";"3200棉#/270*250/4.24KG";"件";"800.00";"2512.00";"床上用品";"慕思.凯奇";"641"
"QCK1-218枕芯";"52*85";;"个";"52.50";"315.00";"床上用品";"慕思.凯奇";"4882"
"QCK1-226枕套";"52*85";;"个";"0.00";"131.50";"床上用品";"慕思.凯奇";"6626"
"KB-137B裥棉床笠 ";"150*200*22";"K101";"件";"381.79";"1360.00";"床上用品";"慕思.凯奇";"3411"
"QCK1-119都兰贴芯被胆";"265*250/265*245/250*240";;"件";"429.00";"1344.00";"床上用品";"慕思.凯奇";"726"
"QCK1-205银元宝裥棉床笠";"150*200*25";;"件";"0.00";"1035.00";"床上用品";"慕思.凯奇";"7002"
"QCK1-081波塞冬裥棉床笠";"180*200*25";"安溪摆场";"件";"414.00";"1360.00";"床上用品";"慕思.凯奇";"2961"
"QCK1-136被胆";"265*245";;"件";"0.00";"0.00";"床上用品";"慕思.凯奇";"4637"
"BCK1-092C床架外套";"180*200";"K2-KA060/K-1+24";"件";"0.00";"3260.00";"床上用品";"慕思.凯奇";"6315"
"QCK1-230小方抱枕芯";"45*45";;"个";"55.00";"85.00";"床上用品";"慕思.凯奇";"6691"
"QCK1-217床品4件套";"180*200";"被套265*245+2枕套52*85+床笠180*200";"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"6914"
"QCK1-198纵横驰骋床上用品4件套";"180*200*25";"被套265*245+2枕套52*85+床笠180*200*25";"套";"0.00";"3572.00";"床上用品";"慕思.凯奇";"6170"
"QCK1-155被套";"265*245";"停产";"件";"630.00";"2134.00";"床上用品";"慕思.凯奇";"2770"
"PCK1-001凯奇月心枕";"74*48";;"个";"70.00";"228.00";"床上用品";"慕思.凯奇";"5394"
"QCK1-218裥棉床笠";"180*200*25";"9081";"件";"414.00";"1035.00";"床上用品";"慕思.凯奇";"6681"
"QCK1-117床品3件套";"180*200";"床笠180*200*25+2枕套52*85";"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"6087"
"QCK1-208美国绅士床上用品5件套";"180*200";"被套240*220+4枕套48*75";"套";"0.00";"0.00";"床上用品";"慕思.凯奇";"6003"
"QCK1-156瑞士双色枕套";"52*85";;"个";"110.50";"276.50";"床上用品";"慕思.凯奇";"2393"
"QCK1-131贴芯被胆";"265*245";;"件";"0.00";"0.00";"床上用品";"慕思.凯奇";"4636"
"QCK1-248枕套";"48*75";;"个";"0.00";"220.00";"床上用品";"慕思.凯奇";"8441"
"QCK1-210简爱床上用品7件套";"180*200";"被套.被胆各1/265*245+枕套.枕芯各2/52*91+裥棉床笠1配22公分床垫使用";"套";"1525.00";"5090.00";"床上用品";"慕思.凯奇";"2897"
"QCK1-172俄罗斯方块七孔棉枕芯";"52*91";;"个";"120.00";"378.00";"床上用品";"慕思.凯奇";"761"
"QCK1-108伊丽莎白小方抱枕套";"45*45";;"个";"76.50";"252.00";"床上用品";"慕思.凯奇";"2837"
"QCK1-137B信封枕套";"52*75";;"个";"87.00";"294.00";"床上用品";"慕思.凯奇";"3653"
"QCK1-218枕套";"52*85";;"个";"52.50";"131.50";"床上用品";"慕思.凯奇";"4292"
"QCK1-189乘风破浪枕套";"52*91";;"个";"65.00";"224.50";"床上用品";"慕思.凯奇";"790"
